profileID,respID,qID,altID,obsID,Cooktop_Type,final_cost_price,Average_annual_usage_Cost,Indoor_air_Quality,number_of_burners,image
11,689,1,2,5505,Electric,500,7,0,3,e3.jpg
15,689,1,3,5505,Induction,800,7,0,3,i3.jpg
232,689,2,1,5506,Gas,1500,7,10,5,g5.jpg
89,689,2,2,5506,Electric,1500,6,0,4,e4.jpg
198,689,2,3,5506,Induction,1500,6,5,5,i5.jpg
103,689,3,1,5507,Gas,800,8,0,4,g4.jpg
59,689,3,2,5507,Electric,800,6,10,3,e3.jpg
153,689,3,3,5507,Induction,1500,7,10,4,i4.jpg
82,689,4,1,5508,Gas,500,6,0,4,g4.jpg
104,689,4,2,5508,Electric,800,8,0,4,e4.jpg
201,689,4,3,5508,Induction,500,7,5,5,i5.jpg
187,689,5,1,5509,Gas,1500,8,0,5,g5.jpg
152,689,5,2,5509,Electric,1500,7,10,4,e4.jpg
213,689,5,3,5509,Induction,800,8,5,5,i5.jpg
46,689,6,1,5510,Gas,500,8,5,3,g3.jpg
227,689,6,2,5510,Electric,500,7,10,5,e5.jpg
210,689,6,3,5510,Induction,500,8,5,5,i5.jpg
190,689,7,1,5511,Gas,500,6,5,5,g5.jpg
20,689,7,2,5511,Electric,500,8,0,3,e3.jpg
6,689,7,3,5511,Induction,800,6,0,3,i3.jpg
91,689,8,1,5512,Gas,500,7,0,4,g4.jpg
35,689,8,2,5512,Electric,1500,6,5,3,e3.jpg
30,689,8,3,5512,Induction,500,6,5,3,i3.jpg
25,690,1,1,5513,Gas,1500,8,0,3,g3.jpg
161,690,1,2,5513,Electric,1500,8,10,4,e4.jpg
180,690,1,3,5513,Induction,1500,7,0,5,i5.jpg
190,690,2,1,5514,Gas,500,6,5,5,g5.jpg
197,690,2,2,5514,Electric,1500,6,5,5,e5.jpg
165,690,2,3,5514,Induction,500,6,0,5,i5.jpg
97,690,3,1,5515,Gas,1500,7,0,4,g4.jpg
32,690,3,2,5515,Electric,800,6,5,3,e3.jpg
72,690,3,3,5515,Induction,1500,7,10,3,i3.jpg
205,690,4,1,5516,Gas,1500,7,5,5,g5.jpg
53,690,4,2,5516,Electric,1500,8,5,3,e3.jpg
162,690,4,3,5516,Induction,1500,8,10,4,i4.jpg
112,690,5,1,5517,Gas,800,6,5,4,g4.jpg
167,690,5,2,5517,Electric,800,6,0,5,e5.jpg
228,690,5,3,5517,Induction,500,7,10,5,i5.jpg
175,690,6,1,5518,Gas,800,7,0,5,g5.jpg
179,690,6,2,5518,Electric,1500,7,0,5,e5.jpg
240,690,6,3,5518,Induction,800,8,10,5,i5.jpg
31,690,7,1,5519,Gas,800,6,5,3,g3.jpg
92,690,7,2,5519,Electric,500,7,0,4,e4.jpg
51,690,7,3,5519,Induction,800,8,5,3,i3.jpg
76,690,8,1,5520,Gas,800,8,10,3,g3.jpg
137,690,8,2,5520,Electric,500,6,10,4,e4.jpg
39,690,8,3,5520,Induction,500,7,5,3,i3.jpg
28,691,1,1,5521,Gas,500,6,5,3,g3.jpg
53,691,1,2,5521,Electric,1500,8,5,3,e3.jpg
117,691,1,3,5521,Induction,1500,6,5,4,i4.jpg
202,691,2,1,5522,Gas,800,7,5,5,g5.jpg
17,691,2,2,5522,Electric,1500,7,0,3,e3.jpg
204,691,2,3,5522,Induction,800,7,5,5,i5.jpg
199,691,3,1,5523,Gas,500,7,5,5,g5.jpg
50,691,3,2,5523,Electric,800,8,5,3,e3.jpg
9,691,3,3,5523,Induction,1500,6,0,3,i3.jpg
109,691,4,1,5524,Gas,500,6,5,4,g4.jpg
236,691,4,2,5524,Electric,500,8,10,5,e5.jpg
105,691,4,3,5524,Induction,800,8,0,4,i4.jpg
148,691,5,1,5525,Gas,800,7,10,4,g4.jpg
5,691,5,2,5525,Electric,800,6,0,3,e3.jpg
15,691,5,3,5525,Induction,800,7,0,3,i3.jpg
22,691,6,1,5526,Gas,800,8,0,3,g3.jpg
95,691,6,2,5526,Electric,800,7,0,4,e4.jpg
102,691,6,3,5526,Induction,500,8,0,4,i4.jpg
238,691,7,1,5527,Gas,800,8,10,5,g5.jpg
113,691,7,2,5527,Electric,800,6,5,4,e4.jpg
66,691,7,3,5527,Induction,500,7,10,3,i3.jpg
88,691,8,1,5528,Gas,1500,6,0,4,g4.jpg
23,691,8,2,5528,Electric,800,8,0,3,e3.jpg
147,691,8,3,5528,Induction,500,7,10,4,i4.jpg
79,692,1,1,5529,Gas,1500,8,10,3,g3.jpg
65,692,1,2,5529,Electric,500,7,10,3,e3.jpg
132,692,1,3,5529,Induction,800,8,5,4,i4.jpg
25,692,2,1,5530,Gas,1500,8,0,3,g3.jpg
236,692,2,2,5530,Electric,500,8,10,5,e5.jpg
114,692,2,3,5530,Induction,800,6,5,4,i4.jpg
55,692,3,1,5531,Gas,500,6,10,3,g3.jpg
116,692,3,2,5531,Electric,1500,6,5,4,e4.jpg
30,692,3,3,5531,Induction,500,6,5,3,i3.jpg
76,692,4,1,5532,Gas,800,8,10,3,g3.jpg
47,692,4,2,5532,Electric,500,8,5,3,e3.jpg
48,692,4,3,5532,Induction,500,8,5,3,i3.jpg
127,692,5,1,5533,Gas,500,8,5,4,g4.jpg
173,692,5,2,5533,Electric,500,7,0,5,e5.jpg
189,692,5,3,5533,Induction,1500,8,0,5,i5.jpg
118,692,6,1,5534,Gas,500,7,5,4,g4.jpg
20,692,6,2,5534,Electric,500,8,0,3,e3.jpg
156,692,6,3,5534,Induction,500,8,10,4,i4.jpg
235,692,7,1,5535,Gas,500,8,10,5,g5.jpg
17,692,7,2,5535,Electric,1500,7,0,3,e3.jpg
219,692,7,3,5535,Induction,500,6,10,5,i5.jpg
130,692,8,1,5536,Gas,800,8,5,4,g4.jpg
176,692,8,2,5536,Electric,800,7,0,5,e5.jpg
180,692,8,3,5536,Induction,1500,7,0,5,i5.jpg
238,693,1,1,5537,Gas,800,8,10,5,g5.jpg
209,693,1,2,5537,Electric,500,8,5,5,e5.jpg
213,693,1,3,5537,Induction,800,8,5,5,i5.jpg
115,693,2,1,5538,Gas,1500,6,5,4,g4.jpg
137,693,2,2,5538,Electric,500,6,10,4,e4.jpg
93,693,2,3,5538,Induction,500,7,0,4,i4.jpg
34,693,3,1,5539,Gas,1500,6,5,3,g3.jpg
41,693,3,2,5539,Electric,800,7,5,3,e3.jpg
141,693,3,3,5539,Induction,800,6,10,4,i4.jpg
58,693,4,1,5540,Gas,800,6,10,3,g3.jpg
26,693,4,2,5540,Electric,1500,8,0,3,e3.jpg
183,693,4,3,5540,Induction,500,8,0,5,i5.jpg
16,693,5,1,5541,Gas,1500,7,0,3,g3.jpg
128,693,5,2,5541,Electric,500,8,5,4,e4.jpg
234,693,5,3,5541,Induction,1500,7,10,5,i5.jpg
25,693,6,1,5542,Gas,1500,8,0,3,g3.jpg
77,693,6,2,5542,Electric,800,8,10,3,e3.jpg
225,693,6,3,5542,Induction,1500,6,10,5,i5.jpg
187,693,7,1,5543,Gas,1500,8,0,5,g5.jpg
110,693,7,2,5543,Electric,500,6,5,4,e4.jpg
192,693,7,3,5543,Induction,500,6,5,5,i5.jpg
211,693,8,1,5544,Gas,800,8,5,5,g5.jpg
125,693,8,2,5544,Electric,1500,7,5,4,e4.jpg
96,693,8,3,5544,Induction,800,7,0,4,i4.jpg
34,694,1,1,5545,Gas,1500,6,5,3,g3.jpg
44,694,1,2,5545,Electric,1500,7,5,3,e3.jpg
30,694,1,3,5545,Induction,500,6,5,3,i3.jpg
199,694,2,1,5546,Gas,500,7,5,5,g5.jpg
41,694,2,2,5546,Electric,800,7,5,3,e3.jpg
12,694,2,3,5546,Induction,500,7,0,3,i3.jpg
205,694,3,1,5547,Gas,1500,7,5,5,g5.jpg
50,694,3,2,5547,Electric,800,8,5,3,e3.jpg
144,694,3,3,5547,Induction,1500,6,10,4,i4.jpg
64,694,4,1,5548,Gas,500,7,10,3,g3.jpg
2,694,4,2,5548,Electric,500,6,0,3,e3.jpg
48,694,4,3,5548,Induction,500,8,5,3,i3.jpg
10,694,5,1,5549,Gas,500,7,0,3,g3.jpg
50,694,5,2,5549,Electric,800,8,5,3,e3.jpg
189,694,5,3,5549,Induction,1500,8,0,5,i5.jpg
133,694,6,1,5550,Gas,1500,8,5,4,g4.jpg
95,694,6,2,5550,Electric,800,7,0,4,e4.jpg
36,694,6,3,5550,Induction,1500,6,5,3,i3.jpg
16,694,7,1,5551,Gas,1500,7,0,3,g3.jpg
203,694,7,2,5551,Electric,800,7,5,5,e5.jpg
87,694,7,3,5551,Induction,800,6,0,4,i4.jpg
112,694,8,1,5552,Gas,800,6,5,4,g4.jpg
101,694,8,2,5552,Electric,500,8,0,4,e4.jpg
177,694,8,3,5552,Induction,800,7,0,5,i5.jpg
130,695,1,1,5553,Gas,800,8,5,4,g4.jpg
50,695,1,2,5553,Electric,800,8,5,3,e3.jpg
18,695,1,3,5553,Induction,1500,7,0,3,i3.jpg
13,695,2,1,5554,Gas,800,7,0,3,g3.jpg
65,695,2,2,5554,Electric,500,7,10,3,e3.jpg
204,695,2,3,5554,Induction,800,7,5,5,i5.jpg
142,695,3,1,5555,Gas,1500,6,10,4,g4.jpg
119,695,3,2,5555,Electric,500,7,5,4,e4.jpg
117,695,3,3,5555,Induction,1500,6,5,4,i4.jpg
175,695,4,1,5556,Gas,800,7,0,5,g5.jpg
74,695,4,2,5556,Electric,500,8,10,3,e3.jpg
147,695,4,3,5556,Induction,500,7,10,4,i4.jpg
235,695,5,1,5557,Gas,500,8,10,5,g5.jpg
215,695,5,2,5557,Electric,1500,8,5,5,e5.jpg
165,695,5,3,5557,Induction,500,6,0,5,i5.jpg
109,695,6,1,5558,Gas,500,6,5,4,g4.jpg
47,695,6,2,5558,Electric,500,8,5,3,e3.jpg
138,695,6,3,5558,Induction,500,6,10,4,i4.jpg
136,695,7,1,5559,Gas,500,6,10,4,g4.jpg
239,695,7,2,5559,Electric,800,8,10,5,e5.jpg
192,695,7,3,5559,Induction,500,6,5,5,i5.jpg
166,695,8,1,5560,Gas,800,6,0,5,g5.jpg
23,695,8,2,5560,Electric,800,8,0,3,e3.jpg
78,695,8,3,5560,Induction,800,8,10,3,i3.jpg
1,696,1,1,5561,Gas,500,6,0,3,g3.jpg
206,696,1,2,5561,Electric,1500,7,5,5,e5.jpg
117,696,1,3,5561,Induction,1500,6,5,4,i4.jpg
118,696,2,1,5562,Gas,500,7,5,4,g4.jpg
185,696,2,2,5562,Electric,800,8,0,5,e5.jpg
111,696,2,3,5562,Induction,500,6,5,4,i4.jpg
184,696,3,1,5563,Gas,800,8,0,5,g5.jpg
143,696,3,2,5563,Electric,1500,6,10,4,e4.jpg
84,696,3,3,5563,Induction,500,6,0,4,i4.jpg
190,696,4,1,5564,Gas,500,6,5,5,g5.jpg
29,696,4,2,5564,Electric,500,6,5,3,e3.jpg
213,696,4,3,5564,Induction,800,8,5,5,i5.jpg
19,696,5,1,5565,Gas,500,8,0,3,g3.jpg
191,696,5,2,5565,Electric,500,6,5,5,e5.jpg
141,696,5,3,5565,Induction,800,6,10,4,i4.jpg
115,696,6,1,5566,Gas,1500,6,5,4,g4.jpg
179,696,6,2,5566,Electric,1500,7,0,5,e5.jpg
219,696,6,3,5566,Induction,500,6,10,5,i5.jpg
88,696,7,1,5567,Gas,1500,6,0,4,g4.jpg
176,696,7,2,5567,Electric,800,7,0,5,e5.jpg
189,696,7,3,5567,Induction,1500,8,0,5,i5.jpg
79,696,8,1,5568,Gas,1500,8,10,3,g3.jpg
134,696,8,2,5568,Electric,1500,8,5,4,e4.jpg
69,696,8,3,5568,Induction,800,7,10,3,i3.jpg
145,697,1,1,5569,Gas,500,7,10,4,g4.jpg
140,697,1,2,5569,Electric,800,6,10,4,e4.jpg
114,697,1,3,5569,Induction,800,6,5,4,i4.jpg
172,697,2,1,5570,Gas,500,7,0,5,g5.jpg
152,697,2,2,5570,Electric,1500,7,10,4,e4.jpg
207,697,2,3,5570,Induction,1500,7,5,5,i5.jpg
136,697,3,1,5571,Gas,500,6,10,4,g4.jpg
209,697,3,2,5571,Electric,500,8,5,5,e5.jpg
126,697,3,3,5571,Induction,1500,7,5,4,i4.jpg
1,697,4,1,5572,Gas,500,6,0,3,g3.jpg
119,697,4,2,5572,Electric,500,7,5,4,e4.jpg
141,697,4,3,5572,Induction,800,6,10,4,i4.jpg
241,697,5,1,5573,Gas,1500,8,10,5,g5.jpg
146,697,5,2,5573,Electric,500,7,10,4,e4.jpg
165,697,5,3,5573,Induction,500,6,0,5,i5.jpg
61,697,6,1,5574,Gas,1500,6,10,3,g3.jpg
167,697,6,2,5574,Electric,800,6,0,5,e5.jpg
150,697,6,3,5574,Induction,800,7,10,4,i4.jpg
4,697,7,1,5575,Gas,800,6,0,3,g3.jpg
53,697,7,2,5575,Electric,1500,8,5,3,e3.jpg
114,697,7,3,5575,Induction,800,6,5,4,i4.jpg
196,697,8,1,5576,Gas,1500,6,5,5,g5.jpg
56,697,8,2,5576,Electric,500,6,10,3,e3.jpg
189,697,8,3,5576,Induction,1500,8,0,5,i5.jpg
31,698,1,1,5577,Gas,800,6,5,3,g3.jpg
53,698,1,2,5577,Electric,1500,8,5,3,e3.jpg
48,698,1,3,5577,Induction,500,8,5,3,i3.jpg
175,698,2,1,5578,Gas,800,7,0,5,g5.jpg
26,698,2,2,5578,Electric,1500,8,0,3,e3.jpg
105,698,2,3,5578,Induction,800,8,0,4,i4.jpg
151,698,3,1,5579,Gas,1500,7,10,4,g4.jpg
137,698,3,2,5579,Electric,500,6,10,4,e4.jpg
174,698,3,3,5579,Induction,500,7,0,5,i5.jpg
214,698,4,1,5580,Gas,1500,8,5,5,g5.jpg
236,698,4,2,5580,Electric,500,8,10,5,e5.jpg
216,698,4,3,5580,Induction,1500,8,5,5,i5.jpg
223,698,5,1,5581,Gas,1500,6,10,5,g5.jpg
239,698,5,2,5581,Electric,800,8,10,5,e5.jpg
168,698,5,3,5581,Induction,800,6,0,5,i5.jpg
73,698,6,1,5582,Gas,500,8,10,3,g3.jpg
44,698,6,2,5582,Electric,1500,7,5,3,e3.jpg
9,698,6,3,5582,Induction,1500,6,0,3,i3.jpg
187,698,7,1,5583,Gas,1500,8,0,5,g5.jpg
62,698,7,2,5583,Electric,1500,6,10,3,e3.jpg
69,698,7,3,5583,Induction,800,7,10,3,i3.jpg
76,698,8,1,5584,Gas,800,8,10,3,g3.jpg
89,698,8,2,5584,Electric,1500,6,0,4,e4.jpg
129,698,8,3,5584,Induction,500,8,5,4,i4.jpg
208,699,1,1,5585,Gas,500,8,5,5,g5.jpg
179,699,1,2,5585,Electric,1500,7,0,5,e5.jpg
60,699,1,3,5585,Induction,800,6,10,3,i3.jpg
142,699,2,1,5586,Gas,1500,6,10,4,g4.jpg
41,699,2,2,5586,Electric,800,7,5,3,e3.jpg
198,699,2,3,5586,Induction,1500,6,5,5,i5.jpg
31,699,3,1,5587,Gas,800,6,5,3,g3.jpg
50,699,3,2,5587,Electric,800,8,5,3,e3.jpg
168,699,3,3,5587,Induction,800,6,0,5,i5.jpg
190,699,4,1,5588,Gas,500,6,5,5,g5.jpg
65,699,4,2,5588,Electric,500,7,10,3,e3.jpg
162,699,4,3,5588,Induction,1500,8,10,4,i4.jpg
118,699,5,1,5589,Gas,500,7,5,4,g4.jpg
236,699,5,2,5589,Electric,500,8,10,5,e5.jpg
60,699,5,3,5589,Induction,800,6,10,3,i3.jpg
64,699,6,1,5590,Gas,500,7,10,3,g3.jpg
110,699,6,2,5590,Electric,500,6,5,4,e4.jpg
117,699,6,3,5590,Induction,1500,6,5,4,i4.jpg
67,699,7,1,5591,Gas,800,7,10,3,g3.jpg
14,699,7,2,5591,Electric,800,7,0,3,e3.jpg
180,699,7,3,5591,Induction,1500,7,0,5,i5.jpg
169,699,8,1,5592,Gas,1500,6,0,5,g5.jpg
203,699,8,2,5592,Electric,800,7,5,5,e5.jpg
174,699,8,3,5592,Induction,500,7,0,5,i5.jpg
43,700,1,1,5593,Gas,1500,7,5,3,g3.jpg
68,700,1,2,5593,Electric,800,7,10,3,e3.jpg
189,700,1,3,5593,Induction,1500,8,0,5,i5.jpg
238,700,2,1,5594,Gas,800,8,10,5,g5.jpg
191,700,2,2,5594,Electric,500,6,5,5,e5.jpg
219,700,2,3,5594,Induction,500,6,10,5,i5.jpg
160,700,3,1,5595,Gas,1500,8,10,4,g4.jpg
77,700,3,2,5595,Electric,800,8,10,3,e3.jpg
225,700,3,3,5595,Induction,1500,6,10,5,i5.jpg
238,700,4,1,5596,Gas,800,8,10,5,g5.jpg
140,700,4,2,5596,Electric,800,6,10,4,e4.jpg
138,700,4,3,5596,Induction,500,6,10,4,i4.jpg
109,700,5,1,5597,Gas,500,6,5,4,g4.jpg
104,700,5,2,5597,Electric,800,8,0,4,e4.jpg
144,700,5,3,5597,Induction,1500,6,10,4,i4.jpg
91,700,6,1,5598,Gas,500,7,0,4,g4.jpg
26,700,6,2,5598,Electric,1500,8,0,3,e3.jpg
18,700,6,3,5598,Induction,1500,7,0,3,i3.jpg
121,700,7,1,5599,Gas,800,7,5,4,g4.jpg
14,700,7,2,5599,Electric,800,7,0,3,e3.jpg
174,700,7,3,5599,Induction,500,7,0,5,i5.jpg
157,700,8,1,5600,Gas,800,8,10,4,g4.jpg
239,700,8,2,5600,Electric,800,8,10,5,e5.jpg
45,700,8,3,5600,Induction,1500,7,5,3,i3.jpg
178,701,1,1,5601,Gas,1500,7,0,5,g5.jpg
149,701,1,2,5601,Electric,800,7,10,4,e4.jpg
30,701,1,3,5601,Induction,500,6,5,3,i3.jpg
232,701,2,1,5602,Gas,1500,7,10,5,g5.jpg
17,701,2,2,5602,Electric,1500,7,0,3,e3.jpg
198,701,2,3,5602,Induction,1500,6,5,5,i5.jpg
82,701,3,1,5603,Gas,500,6,0,4,g4.jpg
47,701,3,2,5603,Electric,500,8,5,3,e3.jpg
210,701,3,3,5603,Induction,500,8,5,5,i5.jpg
196,701,4,1,5604,Gas,1500,6,5,5,g5.jpg
47,701,4,2,5604,Electric,500,8,5,3,e3.jpg
138,701,4,3,5604,Induction,500,6,10,4,i4.jpg
94,701,5,1,5605,Gas,800,7,0,4,g4.jpg
152,701,5,2,5605,Electric,1500,7,10,4,e4.jpg
117,701,5,3,5605,Induction,1500,6,5,4,i4.jpg
1,701,6,1,5606,Gas,500,6,0,3,g3.jpg
89,701,6,2,5606,Electric,1500,6,0,4,e4.jpg
84,701,6,3,5606,Induction,500,6,0,4,i4.jpg
142,701,7,1,5607,Gas,1500,6,10,4,g4.jpg
146,701,7,2,5607,Electric,500,7,10,4,e4.jpg
138,701,7,3,5607,Induction,500,6,10,4,i4.jpg
127,701,8,1,5608,Gas,500,8,5,4,g4.jpg
125,701,8,2,5608,Electric,1500,7,5,4,e4.jpg
135,701,8,3,5608,Induction,1500,8,5,4,i4.jpg
232,702,1,1,5609,Gas,1500,7,10,5,g5.jpg
80,702,1,2,5609,Electric,1500,8,10,3,e3.jpg
111,702,1,3,5609,Induction,500,6,5,4,i4.jpg
43,702,2,1,5610,Gas,1500,7,5,3,g3.jpg
137,702,2,2,5610,Electric,500,6,10,4,e4.jpg
6,702,2,3,5610,Induction,800,6,0,3,i3.jpg
46,702,3,1,5611,Gas,500,8,5,3,g3.jpg
29,702,3,2,5611,Electric,500,6,5,3,e3.jpg
174,702,3,3,5611,Induction,500,7,0,5,i5.jpg
241,702,4,1,5612,Gas,1500,8,10,5,g5.jpg
161,702,4,2,5612,Electric,1500,8,10,4,e4.jpg
171,702,4,3,5612,Induction,1500,6,0,5,i5.jpg
31,702,5,1,5613,Gas,800,6,5,3,g3.jpg
164,702,5,2,5613,Electric,500,6,0,5,e5.jpg
3,702,5,3,5613,Induction,500,6,0,3,i3.jpg
40,702,6,1,5614,Gas,800,7,5,3,g3.jpg
203,702,6,2,5614,Electric,800,7,5,5,e5.jpg
117,702,6,3,5614,Induction,1500,6,5,4,i4.jpg
55,702,7,1,5615,Gas,500,6,10,3,g3.jpg
11,702,7,2,5615,Electric,500,7,0,3,e3.jpg
213,702,7,3,5615,Induction,800,8,5,5,i5.jpg
178,702,8,1,5616,Gas,1500,7,0,5,g5.jpg
161,702,8,2,5616,Electric,1500,8,10,4,e4.jpg
33,702,8,3,5616,Induction,800,6,5,3,i3.jpg
202,703,1,1,5617,Gas,800,7,5,5,g5.jpg
2,703,1,2,5617,Electric,500,6,0,3,e3.jpg
102,703,1,3,5617,Induction,500,8,0,4,i4.jpg
7,703,2,1,5618,Gas,1500,6,0,3,g3.jpg
182,703,2,2,5618,Electric,500,8,0,5,e5.jpg
213,703,2,3,5618,Induction,800,8,5,5,i5.jpg
175,703,3,1,5619,Gas,800,7,0,5,g5.jpg
173,703,3,2,5619,Electric,500,7,0,5,e5.jpg
168,703,3,3,5619,Induction,800,6,0,5,i5.jpg
226,703,4,1,5620,Gas,500,7,10,5,g5.jpg
101,703,4,2,5620,Electric,500,8,0,4,e4.jpg
63,703,4,3,5620,Induction,1500,6,10,3,i3.jpg
166,703,5,1,5621,Gas,800,6,0,5,g5.jpg
143,703,5,2,5621,Electric,1500,6,10,4,e4.jpg
150,703,5,3,5621,Induction,800,7,10,4,i4.jpg
4,703,6,1,5622,Gas,800,6,0,3,g3.jpg
14,703,6,2,5622,Electric,800,7,0,3,e3.jpg
192,703,6,3,5622,Induction,500,6,5,5,i5.jpg
235,703,7,1,5623,Gas,500,8,10,5,g5.jpg
98,703,7,2,5623,Electric,1500,7,0,4,e4.jpg
15,703,7,3,5623,Induction,800,7,0,3,i3.jpg
205,703,8,1,5624,Gas,1500,7,5,5,g5.jpg
200,703,8,2,5624,Electric,500,7,5,5,e5.jpg
99,703,8,3,5624,Induction,1500,7,0,4,i4.jpg
205,704,1,1,5625,Gas,1500,7,5,5,g5.jpg
128,704,1,2,5625,Electric,500,8,5,4,e4.jpg
15,704,1,3,5625,Induction,800,7,0,3,i3.jpg
7,704,2,1,5626,Gas,1500,6,0,3,g3.jpg
89,704,2,2,5626,Electric,1500,6,0,4,e4.jpg
153,704,2,3,5626,Induction,1500,7,10,4,i4.jpg
55,704,3,1,5627,Gas,500,6,10,3,g3.jpg
242,704,3,2,5627,Electric,1500,8,10,5,e5.jpg
42,704,3,3,5627,Induction,800,7,5,3,i3.jpg
166,704,4,1,5628,Gas,800,6,0,5,g5.jpg
59,704,4,2,5628,Electric,800,6,10,3,e3.jpg
225,704,4,3,5628,Induction,1500,6,10,5,i5.jpg
214,704,5,1,5629,Gas,1500,8,5,5,g5.jpg
137,704,5,2,5629,Electric,500,6,10,4,e4.jpg
72,704,5,3,5629,Induction,1500,7,10,3,i3.jpg
64,704,6,1,5630,Gas,500,7,10,3,g3.jpg
119,704,6,2,5630,Electric,500,7,5,4,e4.jpg
222,704,6,3,5630,Induction,800,6,10,5,i5.jpg
16,704,7,1,5631,Gas,1500,7,0,3,g3.jpg
23,704,7,2,5631,Electric,800,8,0,3,e3.jpg
204,704,7,3,5631,Induction,800,7,5,5,i5.jpg
100,704,8,1,5632,Gas,500,8,0,4,g4.jpg
158,704,8,2,5632,Electric,800,8,10,4,e4.jpg
150,704,8,3,5632,Induction,800,7,10,4,i4.jpg
169,705,1,1,5633,Gas,1500,6,0,5,g5.jpg
20,705,1,2,5633,Electric,500,8,0,3,e3.jpg
141,705,1,3,5633,Induction,800,6,10,4,i4.jpg
61,705,2,1,5634,Gas,1500,6,10,3,g3.jpg
131,705,2,2,5634,Electric,800,8,5,4,e4.jpg
12,705,2,3,5634,Induction,500,7,0,3,i3.jpg
187,705,3,1,5635,Gas,1500,8,0,5,g5.jpg
197,705,3,2,5635,Electric,1500,6,5,5,e5.jpg
117,705,3,3,5635,Induction,1500,6,5,4,i4.jpg
214,705,4,1,5636,Gas,1500,8,5,5,g5.jpg
95,705,4,2,5636,Electric,800,7,0,4,e4.jpg
237,705,4,3,5636,Induction,500,8,10,5,i5.jpg
52,705,5,1,5637,Gas,1500,8,5,3,g3.jpg
26,705,5,2,5637,Electric,1500,8,0,3,e3.jpg
186,705,5,3,5637,Induction,800,8,0,5,i5.jpg
79,705,6,1,5638,Gas,1500,8,10,3,g3.jpg
167,705,6,2,5638,Electric,800,6,0,5,e5.jpg
111,705,6,3,5638,Induction,500,6,5,4,i4.jpg
226,705,7,1,5639,Gas,500,7,10,5,g5.jpg
71,705,7,2,5639,Electric,1500,7,10,3,e3.jpg
222,705,7,3,5639,Induction,800,6,10,5,i5.jpg
49,705,8,1,5640,Gas,800,8,5,3,g3.jpg
131,705,8,2,5640,Electric,800,8,5,4,e4.jpg
69,705,8,3,5640,Induction,800,7,10,3,i3.jpg
1,706,1,1,5641,Gas,500,6,0,3,g3.jpg
17,706,1,2,5641,Electric,1500,7,0,3,e3.jpg
159,706,1,3,5641,Induction,800,8,10,4,i4.jpg
136,706,2,1,5642,Gas,500,6,10,4,g4.jpg
161,706,2,2,5642,Electric,1500,8,10,4,e4.jpg
195,706,2,3,5642,Induction,800,6,5,5,i5.jpg
73,706,3,1,5643,Gas,500,8,10,3,g3.jpg
221,706,3,2,5643,Electric,800,6,10,5,e5.jpg
111,706,3,3,5643,Induction,500,6,5,4,i4.jpg
76,706,4,1,5644,Gas,800,8,10,3,g3.jpg
83,706,4,2,5644,Electric,500,6,0,4,e4.jpg
213,706,4,3,5644,Induction,800,8,5,5,i5.jpg
100,706,5,1,5645,Gas,500,8,0,4,g4.jpg
53,706,5,2,5645,Electric,1500,8,5,3,e3.jpg
204,706,5,3,5645,Induction,800,7,5,5,i5.jpg
208,706,6,1,5646,Gas,500,8,5,5,g5.jpg
173,706,6,2,5646,Electric,500,7,0,5,e5.jpg
147,706,6,3,5646,Induction,500,7,10,4,i4.jpg
97,706,7,1,5647,Gas,1500,7,0,4,g4.jpg
128,706,7,2,5647,Electric,500,8,5,4,e4.jpg
33,706,7,3,5647,Induction,800,6,5,3,i3.jpg
88,706,8,1,5648,Gas,1500,6,0,4,g4.jpg
71,706,8,2,5648,Electric,1500,7,10,3,e3.jpg
75,706,8,3,5648,Induction,500,8,10,3,i3.jpg
157,707,1,1,5649,Gas,800,8,10,4,g4.jpg
224,707,1,2,5649,Electric,1500,6,10,5,e5.jpg
183,707,1,3,5649,Induction,500,8,0,5,i5.jpg
145,707,2,1,5650,Gas,500,7,10,4,g4.jpg
215,707,2,2,5650,Electric,1500,8,5,5,e5.jpg
201,707,2,3,5650,Induction,500,7,5,5,i5.jpg
145,707,3,1,5651,Gas,500,7,10,4,g4.jpg
23,707,3,2,5651,Electric,800,8,0,3,e3.jpg
87,707,3,3,5651,Induction,800,6,0,4,i4.jpg
76,707,4,1,5652,Gas,800,8,10,3,g3.jpg
227,707,4,2,5652,Electric,500,7,10,5,e5.jpg
15,707,4,3,5652,Induction,800,7,0,3,i3.jpg
79,707,5,1,5653,Gas,1500,8,10,3,g3.jpg
2,707,5,2,5653,Electric,500,6,0,3,e3.jpg
120,707,5,3,5653,Induction,500,7,5,4,i4.jpg
61,707,6,1,5654,Gas,1500,6,10,3,g3.jpg
236,707,6,2,5654,Electric,500,8,10,5,e5.jpg
12,707,6,3,5654,Induction,500,7,0,3,i3.jpg
124,707,7,1,5655,Gas,1500,7,5,4,g4.jpg
71,707,7,2,5655,Electric,1500,7,10,3,e3.jpg
150,707,7,3,5655,Induction,800,7,10,4,i4.jpg
88,707,8,1,5656,Gas,1500,6,0,4,g4.jpg
194,707,8,2,5656,Electric,800,6,5,5,e5.jpg
195,707,8,3,5656,Induction,800,6,5,5,i5.jpg
196,708,1,1,5657,Gas,1500,6,5,5,g5.jpg
236,708,1,2,5657,Electric,500,8,10,5,e5.jpg
228,708,1,3,5657,Induction,500,7,10,5,i5.jpg
10,708,2,1,5658,Gas,500,7,0,3,g3.jpg
